dcSubjectLangAware.en,dctermsSpatial,edmTimespanLabelLangAware.en,edmConceptPrefLabelLangAware.en,year,type,title,provider,dataProvider,country,completeness
['World War I'],"[""Etat-major des ARMEES de l'EST"", 'Eastern Front']","['21st century', '20th century']","['World War I', 'Medal']",,TEXT,"['Mon grand-père DEGLAND Emmanuel, médaillé de Saint-Georges']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Manufacture', 'Medical', 'Remembrance']","['Bucuresti', 'Eastern Front']","['21st century', '20th century']","['World War I', 'Medal']",['1934'],TEXT,"['brevetul Crucea ""Meritul Sanitar"", clasa I, al bunicului meu, Ioan Dimancescu']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],,TEXT,['extrait_ordre_brigade_15-04-1919'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],['World War I'],,TEXT,"['Albert CORRE', 'Albert Corre receives his medal from General Pétain']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],9
"['World War I', 'Recruitment and Conscription', 'Women']",['Remenauville (54)'],"['19th century', '21st century', '20th century']",['World War I'],,TEXT,"['Jean-Louis Laborde', 'Jean-Louis Laborde from Aquitaine']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Artillery', 'Remembrance']",['europeana19141918:place/0b439a0181f7cafcdc9bb9c6ad6095a2'],"['21st century', '20th century']",['World War I'],['1919'],TEXT,"[""Fanion du 115e Régiment d'Artillerie Lourde"", ""banner of the 115e Régiment d'Artillerie Lourde""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],['World War I'],,TEXT,['Médaille de Verdun et Croix de Guerre de Jean Henri Schlesser'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Nancy'],"['21st century', '20th century']",['World War I'],['1932'],TEXT,"[""Médaille de Verdun et Inscription au Livre d'Or des Soldats de Verdun""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],,TEXT,"['Médaille Interalliée ""De la Victoire""']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance', 'Trench Life']",['europeana19141918:place/9466f846d3443f7d6faa2a9a7af96b96'],"['21st century', '20th century']",['World War I'],,TEXT,"['Souvenirs de la Grande Guerre 14-18', ""Léon Balzac's war memories""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],['1920'],TEXT,['Tableau de médailles'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Trench Life']","['http://data.europeana.eu/place/63976', 'http://data.europeana.eu/place/85', 'CERNY']","['21st century', '20th century']",['World War I'],['1917'],TEXT,"['Mon grand père à la jambe de bois', 'My grandfather with the wooden leg']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Propaganda', 'Remembrance', 'Central Powers']",['Böhmen'],"['21st century', '20th century']","['World War I', 'Propaganda']",,TEXT,"['Orden', 'Medals (Photo of owner Franz Schneider)']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Women']","['Lyon (Rhône)', 'Western Front']","['21st century', '20th century']","['World War I', 'Paper']",,TEXT,"[""02 Certificat de médaille d'honneur en argent attribué à Andrée de Mascarel de La Corbière""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",,['21st century'],['World War I'],,TEXT,"['Combat de la Lys', 'Battle of the Lys']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['PARIS (au début) -réfugié à TOULOUSE -mort à VASSINCOUR'],"['21st century', '20th century']",['World War I'],,TEXT,"['Drame pour ma grand-mère', 'A drama for my grandmother']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']","['World War I', 'Paper']",,TEXT,['06-Médaille de Saint-Georges'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",['Western Front'],"['21st century', '20th century']","['World War I', 'Paper']",,TEXT,['05-Brevet de médaille militaire de Joanny Perceval'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Milan en italie - Nancy en France: à la 115'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Pilote de guerre', 'War pilot']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",['Western Front'],['21st century'],['World War I'],,TEXT,"['7 medailles', '7 medailles']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],8
"['World War I', 'Home Front', 'Recruitment and Conscription', 'Remembrance', 'Trench Life']","['loopgraven', 'Western Front']",['21st century'],['World War I'],,TEXT,"['Oorlogsverhaal van Michel Daels - 4 jaar aan het front', 'Oorlogsverhaal van Michel Daels - 4 jaar aan het front']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],['World War I'],,TEXT,"['copie de documents', 'Medal award and casualty certificate']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],7
"['World War I', 'Medical', 'Trench Life']",['mes documents ne précisent pas'],"['21st century', '20th century']",['World War I'],,TEXT,"[""Le corps ne résiste pas à l'hiver"", 'The body cannot withstand the winter']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,"['21st century', '20th century']",['World War I'],,TEXT,['Courrier réponse à demande de médaille militaire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Propaganda', 'Remembrance', 'Central Powers']",,['21st century'],"['World War I', 'Propaganda']",,TEXT,"['Orden', 'Medals - 2 from before the war, one Iron Cross']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],9
"['World War I', 'Central Powers']",,"['21st century', '20th century']",['World War I'],['1917'],TEXT,"['Türkische Orden', 'Turkish medals and award certificate']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Novembre (poème)', 'November (a poem)']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']","['Western Front, France', 'Western Front']","['21st century', '20th century']",['World War I'],"['1914', '1919']",TEXT,['My Grandfather;s belongings from World War One'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance', 'Trench Life']",['europeana19141918:place/bdd738cdc3afe4e96401f231a626a281'],"['21st century', '20th century']",['World War I'],,TEXT,"['A la mémoire de mon arrière-grand-père Lalanne Roch', 'To the memory of my great grandfather Lalanne Roch']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']","['World War I', 'Medal', 'Metal']","['1914', '1918']",TEXT,['FRBMTO-2-0092 Médaille Bernard Pradel'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",['Western Front'],"['21st century', '20th century']","['World War I', 'Medal', 'Metal']","['1914', '1918']",TEXT,['FRBMTO-2-0093'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance', 'Central Powers']",,"['21st century', '20th century']",['World War I'],,TEXT,"['EK 2 mit Besitzzeugnis', 'Iron Cross, attestation']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],8
['World War I'],['Western Front'],"['21st century', '20th century']","['World War I', 'Leather']",['1935'],TEXT,['demande de certificat donnant droit au port de la médaille interalliée'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['Nice', 'Western Front']","['21st century', '20th century']","['World War I', 'Paper']",,TEXT,"[""Certificat d'obtention de la médaille militaire (1924)""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['europeana19141918:place/babad794a579e0b44a19fd3438cde5f1'],['21st century'],['World War I'],,TEXT,"['Paul et ses Frères', 'Paul and his brothers']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/b583ade02ccfd37e1ebcc45273ef24ea', 'Western Front']","['21st century', '20th century']",['World War I'],['1916'],TEXT,['02 Médaille de Verdun'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Central Powers']",,['21st century'],['World War I'],,TEXT,"['Preussischer Orden', 'Preussian Medal']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],7
['World War I'],,['21st century'],['World War I'],,TEXT,"['Gaston MOREAU', 'Gaston Moreau']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['http://data.europeana.eu/place/41488', 'http://data.europeana.eu/place/42377', 'http://data.europeana.eu/place/85', 'PARIS']","['21st century', '20th century']","['Letter', 'World War I']",,TEXT,['Attribution Médaille Militaire et Croix de Guerre avec palme'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],"['europeana19141918:place/2ed9a0cb4cc68dc541ccbbe1f5398e15', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,['Le soldat décoré'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['europeana19141918:place/f773f852541d82b4262289cb30e6e01a', 'Western Front']","['21st century', '20th century']","['World War I', 'Paper']",,TEXT,['05-Gaston Bisson est autorisé à porter la médaille interalliée de la Victoire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Western Front'],"['21st century', '20th century']","['World War I', 'Medal']",['1914'],TEXT,"[""Plaque d'identification""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['europeana19141918:place/ffc1a5a08d41b26b0dcded3b69daf93d', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,['Citation de Paul Marty à la médaille militaire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Recruitment and Conscription']",['europeana19141918:place/ca2491a70fde72be804ed2e9d1e77f0e'],['21st century'],"['World War I', 'Medal']",,TEXT,['Médaille matricule de Paul MARTY'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Recruitment and Conscription']",['europeana19141918:place/ca2491a70fde72be804ed2e9d1e77f0e'],['21st century'],"['World War I', 'Medal']",,TEXT,['Médaille matricule de Paul MARTY'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['europeana19141918:place/f285d0fa4b190b9bdfa05657a59c5e6b', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,['Attribution de la Médaille Militaire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['Toulon', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,['03 - Médaille militaire de Gastin VIVES'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",['Western Front'],"['21st century', '20th century']","['World War I', 'Paper']",,TEXT,"['Certificat de remise de la médaille militaire à Charles Dumay, 22 août 1921.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['europeana19141918:place/2c3193ce18ec7863aee7615d99409d61', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,['Attribution de médailles'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",['Western Front'],['21st century'],['World War I'],,IMAGE,['Un tableau de médailles'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,"['21st century', '20th century']",['World War I'],,TEXT,"['FRBMTO-021 Jean-Marie ARIBAUT', 'Story of Jean-Marie Aribaut']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Trench Life']","['http://data.europeana.eu/place/43024', 'http://data.europeana.eu/place/85', 'Aisne', 'Western Front']",['21st century'],['World War I'],,TEXT,"['FRAD033-024 Histoire de Jean Raymond', 'Document from Jean Raymond']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Propaganda', 'Recruitment and Conscription', 'Remembrance', 'Trench Life', 'Central Powers']",,"['21st century', '20th century']","['World War I', 'Propaganda']","['1914', '1918']",TEXT,"['Orden - Johann Arnold', 'medal - Johann Arnold']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front']",['europeana19141918:place/75c98fc43c11c10a7fb52788dd61f5d4'],['21st century'],['World War I'],,TEXT,"['FRBNSA-016 Heurtebise Maurice et Tribondeau Emile', 'Heurtebise Maurice and Tribondeau Emile']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],['World War I'],,TEXT,"['01 Maurice Heurtebise, certificat de décoration grec']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance', 'Trench Life']","['europeana19141918:place/459460c59552df2756f22c7b4593a4e5', 'Western Front']","['21st century', '20th century']","['Memoir', 'World War I', 'Paper']",,TEXT,['06-Titre de Médaille militaire de Eugène Debruges à titre posthume'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['europeana19141918:place/8f1f972d5a27a6f06b6a0167f7daf809', 'Western Front']","['21st century', '20th century']","['World War I', 'Medal']",['1923'],TEXT,['décorations de Rémi Demoury'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['europeana19141918:place/263552c8bbef73f83350b868561474e9', 'Balkans', 'Western Front']","['21st century', '20th century']","['World War I', 'Paper']",['1986'],TEXT,['01 Récit de combat pendant la guerre 1914-18 de Emile Day'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['http://data.europeana.eu/place/41488', 'http://data.europeana.eu/place/42377', 'http://data.europeana.eu/place/85', 'Paris', 'Western Front']","['21st century', '20th century']","['World War I', 'Paper']",,TEXT,['01 Certificat de médaille militaire de Charles Chaillot'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance', 'Central Powers']",,['21st century'],['World War I'],,TEXT,"['Adolf Heinrich - medal group', 'Group of medals of Adolf Heinrich']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],9
['World War I'],,['21st century'],['World War I'],,TEXT,"['""Les enfants du Gard au front""', 'The children of the Gard region at the front']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],['21st century'],['World War I'],,TEXT,"['FRBNSA-060 Adrien François Modeste Mazet', 'Adrien François Modeste Mazet']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],['21st century'],['World War I'],,TEXT,['01 Diplôme avec médailles'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],"['Belgique', 'Western Front']",['21st century'],"['World War I', 'Medal']",,TEXT,"['BOURGEOIS Evarist, mon grand-père paternel, Médaille']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],"['Belgique', 'Western Front']",['21st century'],"['World War I', 'Medal']",,TEXT,"['BOURGEOIS Evarist, mon grand-père paternel, Médaille']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['europeana19141918:place/8a28ec5d5fe33a654474fe904019ab09', 'Eastern Front']","['21st century', '20th century']",['World War I'],,TEXT,['Croix de Guerre'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['europeana19141918:place/c54fa4a4e49d0c451423a50f6930309c'],['21st century'],['World War I'],,TEXT,"['FRBNSA-064 Emile Deniau', 'Emile Deniau']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],['21st century'],"['World War I', 'Paper']",,TEXT,"[""01 Certificat des médaille militaire et croix de guerre d'Emile Deniau""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],"['europeana19141918:place/e03f872cc66e6f5bc94aadc48c5fc894', 'Western Front']",['21st century'],"['World War I', 'Paper']",,TEXT,['02 Brevet de décoration (médaille de Verdun) décerné au soldat Lebrun'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Medical', 'Women']",['europeana19141918:place/507de8bef0eba99c683d703515674006'],"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['FRBMTO38 Marie-Lydia Rouanet', ""Ida Rouanet's story""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",,"['21st century', '20th century']",['World War I'],['1916'],TEXT,"['FRAD087_031-Histoire de Pierre Faye', 'Story of Pierre Faye']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",,"['21st century', '20th century']","['World War I', 'Paper']",['1916'],IMAGE,"['Diplôme au nom de Pierre Faye, mort pour la France le 28 juillet 1916']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],['World War I'],,IMAGE,"[""05-Médailler d'André Campos""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],['World War I'],,IMAGE,['01 Médailles militaires'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],['World War I'],,TEXT,"['Albert Grenier, Eraville (Charente)', 'Memorial plaque for Albert Grenier from Eraville (Charente)']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],"['Multiple', 'World War I']",,IMAGE,['01 Portrait de Maurice Pasquier et médailles'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance', 'Central Powers']",,"['21st century', '20th century']","['Multiple', 'World War I']","['1914', '1918']",TEXT,"['Schmidt, Georg', 'badges']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],['World War I'],,TEXT,"['Mon père', 'War documents of Eugène Boisnard']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Le Mans (Sarthe)'],"['21st century', '20th century']","['World War I', 'Paper']",,TEXT,"[""02 Lettre d'obtention de la médaille militaire de Pierre Chaudemanche""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance', 'Trench Life']",['Western Front'],"['21st century', '20th century']","['World War I', 'Medal', 'Metal']",['1921'],TEXT,"[""FRBMTO-048-06 Mon grand-père, Georges Hutter, Médaille Militaire et Citation à l'Ordre du Régiment""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Trench Life']",['Western Front'],"['21st century', '20th century']","['World War I', 'Paper']",,TEXT,"['FRBMTO-048-08 Mon grand père, Georges Hutter, Médaille Militaire']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['europeana19141918:place/442d4e0a65636e5d3cce87bb4a55c445'],"['21st century', '20th century']",['World War I'],,TEXT,"[""Médaille militaire 23e régiment d'infanterie coloniale""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']","['europeana19141918:place/331924d01256f525169811fb2ab6c89e', 'Western Front']",['21st century'],"['World War I', 'Paper']",,IMAGE,"['Gravure commémorative ""Aux vaillants soldats de France""']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",,['21st century'],"['World War I', 'Medal', 'Metal']",,IMAGE,['Médaille militaire de Siméon Desprez'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Remembrance']",,['21st century'],"['World War I', 'Medal', 'Metal']",,IMAGE,"['Lot de 3 médailles de Siméon Desprez (003-1 médaille de la bataille de Verdun, 003-2 médaille croix du combattant, 003-3 médaille croix de guerre)']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,"['21st century', '20th century']",['World War I'],['1914'],TEXT,"['English breakfast', 'English breakfast']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","[""La Somme, la Champagne, Verdun,l'Italie""]","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['A mon pépé,', 'To my grandfather']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Prisoners of War', 'Trench Life']",,"['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Biographie de Charles BERTHELON Chef de bataillon - Officier Active', 'Biograpy of Charles Berthelon, head of bataillon']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],['World War I'],,TEXT,"['Documents, archives familiales', 'Family archive documents']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],['Western Front'],"['21st century', '20th century']","['World War I', 'Paper']",,TEXT,"['03 Ernest henri Joseph Ritaine, Diplôme médaille militaire']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['La Butte du Mesnil en Champagne'],"['21st century', '20th century']",['World War I'],,TEXT,"[""Histoire d'Antoine GUILLAUME"", 'The story of Antoine Guillaume']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front', 'Remembrance']","['Limoges', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,['Médaille de la victoire'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Home Front', 'Remembrance']",['Western Front'],['21st century'],"['World War I', 'Medal']",,TEXT,['Médaille du combattant'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],['World War I'],,TEXT,"['Medailles', 'Medailles']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],5
['World War I'],,['21st century'],['World War I'],,TEXT,"['Documenten Maurice Doornaert - Aloïs Rommelaere', 'Documenten Maurice Doornaert - Aloïs Rommelaere']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['Grenoble', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,['Titre de médaille militaire décernée le 18 novembre 1920'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
"['World War I', 'Artillery']","['Valence', 'Western Front']","['21st century', '20th century']","['World War I', 'Paper']",,TEXT,['02 Ernest René Souc. Port de la Médaille'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],"['World War I', 'Medal']",,TEXT,"['Médaille interalliée dite ""de la Victoire"" de mon grand-père VOGIN Paul']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['Western Front'],"['21st century', '20th century']",['World War I'],,TEXT,['Execution de prescription'],['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],,['21st century'],['World War I'],,TEXT,"['PLANTEGENEST Gabriel', 'Documents about Gabriel Plantagenest']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Prisoners of War', 'Remembrance']","['http://data.europeana.eu/place/80', 'Duitsland']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Het verhaal van mijn grootvader Honoré Vandierendonck', 'The story of Honoré Vandierendonck']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['Management', 'Money and banking', 'Community']",,,"['Bronze', 'Society', 'Medal']",,IMAGE,"['Medalj', 'Medalj', 'Medal']",['Swedish Open Cultural Heritage'],['Dalarnas Museum'],['Sweden'],10
"['World War I', 'Headgear', 'Protective equipment', 'Uniform']",,,"['World War I', 'Headgear']",,IMAGE,"['Hjälm m/1916', 'Helmet m/1916']",['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
,,,,,IMAGE,"['Miniatyrmedaljer', 'Miniature medals', 'Miniatyrmedaljer']",['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
"['Life garment', 'Uniform']","['Sverige', 'Stockholm', 'Uppland', 'Lidingö', 'Lidingö', 'http://data.europeana.eu/place/113', 'Sverige', 'Stockholm', 'Uppland', 'Sweden', 'Stockholm', 'Uppland', 'Lidingö']",,['Tunic'],,IMAGE,['Vapenrock m/1922'],['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],9
"['Life garment', 'Uniform']","['Sverige', 'Stockholm', 'Uppland', 'Lidingö', 'Lidingö', 'http://data.europeana.eu/place/113', 'Sverige', 'Stockholm', 'Uppland', 'Sweden', 'Stockholm', 'Uppland', 'Lidingö']",,['Tunic'],,IMAGE,['Vapenrock m/1931'],['Swedish Open Cultural Heritage'],['Army Museum'],['Sweden'],10
,"['Netherlands', 'Nederland', 'urn:rijksmuseum:thesaurus:RM0001.THESAU.17', 'http://data.europeana.eu/place/106']","['Second millenium AD', 'Second millenium AD, years 1001-2000']","['Bronze', 'World War I']",['1919'],IMAGE,"['Opheffing Nederlandsche Overzee Trust Maatschappij, 1919']",['Rijksmuseum'],['Rijksmuseum'],['Netherlands'],10
"['World War I', 'Remembrance']",,['21st century'],"['World War I', 'Metal']",,TEXT,"['05, médailles']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],0
['World War I'],['http://vocab.getty.edu/tgn/7009155'],,"['chemistry', 'certificates', 'photographs', 'World War I', 'Photograph', 'nurses']",,IMAGE,['Miss Elisa Leonida. The medal of honour awarding certificate for by the France\n\t\t\tLegation in Romania for outstanding merits as nurse of the Red Cross. June\n\t\t\t1917.'],"['National Heritage Institute, Bucharest']",['Professor Engineer Dimitrie Leonida Technical Museum'],['Romania'],9
,"['Corfu', 'Κέρκυρα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Manuscript', 'Text', 'Document']",,TEXT,"['Certificate of awards of commemorative medals for campaigns against Turkey and Bulgaria.', 'Πιστοποιητικόν απονομής αναμνηστικών μεταλλίων διά τας εκστρατείας κατά της Τουρκίας και κατά της Βουλγαρίας.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
,,"['World War I and Asia Minor Campaign', 'Modern Greece']","['Letter', 'Manuscript', 'Text', 'Document']",,TEXT,"['Letter from K. Mazarakis regarding awards of medals to officers of the French army.', 'Επιστολή του Κ.Μαζαράκη σχετικά με παρασημοφόρηση αξιωματικών του Γαλλικού Στρατού.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
,"['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'Athens', 'Αθήνα']","['World War I and Asia Minor Campaign', 'Modern Greece']","['Letter', 'Manuscript', 'Text', 'Document']",,TEXT,"['Letter from De Villaret to E. Venizelos regarding the presentation of memorial war medals.', 'Επιστολή του Δε Βιλλαρέτ προς τον Ε.Βενιζέλο σχετικά με την απονομή αναμνηστικών μεταλλίων πολέμου στους δικαιούχους.']",['Greek Aggregator SearchCulture.gr'],['National Research Foundation Eleftherios K. Venizelos'],['Greece'],7
