dcSubjectLangAware.en,dctermsSpatial,edmTimespanLabelLangAware.en,edmConceptPrefLabelLangAware.en,year,type,title,provider,dataProvider,country,completeness
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['ΑΘΗΝΑ', 'ATHENS', 'http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'Armed forces', 'War', 'Medal', 'State security', 'Arts', 'Work of art']",,IMAGE,"['Διασυμμαχικό ΜετάλιονΝίκης 1916-18 μετά μινιατούρας.(Γ.Κονδύλη)', '1916-18 Inter-Allied Victory Medal with miniature. (G. Kondylis)']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],8
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'ΑΘΗΝΑ', 'ATHENS']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'Armed forces', 'War', 'Medal', 'State security', 'Arts', 'Work of art']",,IMAGE,"['Διασυμμαχικό μετάλλιο 1917-18, Γαλλίας.(Γ.Κονδύλη)', '1917-18 Inter-Allied Medal, France. (G. Kondylis)']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],7
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87', 'ΑΘΗΝΑ', 'ATHENS']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'Asia Minor expedition', 'World War I', 'War', 'Arts', 'Work of art', 'Balkan wars', 'Armed forces', 'Medal', 'Contemporary Greek History', 'State security']",,IMAGE,"['Μετάλλια της Ελένης Ν.Τρικούπη.', 'Medals of Eleni N. Trikoupis.']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],6
"['ΕΡΓΑ ΤΕΧΝΗΣ', 'War', 'Armed forces']","['ΑΘΗΝΑ', 'ATHENS', 'http://data.europeana.eu/place/84257', 'http://data.europeana.eu/place/87']",['20th century'],"['International conflicts', '3D Αrtefacts and Realia', 'World history', 'Works of art', 'World War I', 'Armed forces', 'War', 'Medal', 'State security', 'Arts', 'Work of art']",,IMAGE,"['Ιταλικό Μετάλλιο 21-22-23-24GINCNO A-XVIII BATT DEL FRONTE ALPINO', 'Italian Medal 21-22-23-24GINCNO A-XVIII BATT DEL FRONTE ALPINO']",['Greek Aggregator SearchCulture.gr'],['Athens War Museum'],['Greece'],10
['ARMED FORCES'],,"['World War I and Asia Minor Campaign', 'Modern Greece', '20th century']","['Customs and traditions', 'Armed forces', 'Photo', '2D Graphics', 'Photograph', 'Rites', 'State security']",['1914'],IMAGE,"['Στιγμιότυπο από την απονομή μεταλλείων σε Έλληνες στρατιωτικούς.', 'Snapshot from the awarding of medals to Greek  servicemen.', 'Εκ της απονομής των μεταλλείων 24/8/14.']",['Greek Aggregator SearchCulture.gr'],['Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece'],['Greece'],6
['ARMED FORCES'],,"['World War I and Asia Minor Campaign', 'Modern Greece', '20th century']","['Customs and traditions', 'Armed forces', 'Photo', '2D Graphics', 'Photograph', 'Rites', 'State security']",['1914'],IMAGE,"['Στιγμιότυπο από την απονομή μεταλλείων σε Έλληνες στρατιωτικούς.', 'Snapshot from the awarding of medals to Greek  servicemen.']",['Greek Aggregator SearchCulture.gr'],['Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece'],['Greece'],6
['CLERGY'],,"['World War I and Asia Minor Campaign', 'Modern Greece']","['Customs and traditions', 'Religious groups', 'Armed forces', 'Photo', '2D Graphics', 'Photograph', 'Rites', 'Clergy', 'State security']",,IMAGE,"['Στιγμιότυπο από τελετή παρουσία ιερέων και στρατιωτικών - πιθανώς τελετή απονομής μεταλλείων.', 'Snapshot from a ceremony in the presence of priests and servicemen - possibly a medal award ceremony.']",['Greek Aggregator SearchCulture.gr'],['Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece'],['Greece'],7
"['ARMED FORCES', 'ASIA MINOR CAMPAIGN']","['http://semantics.gr/authorities/geonames-supplementary-places/323835', 'Μικρά Ασία']","['World War I and Asia Minor Campaign', 'Modern Greece', '20th century']","['Customs and traditions', 'Asia Minor expedition', 'Armed forces', 'Photo', '2D Graphics', 'Photograph', 'Contemporary Greek History', 'Rites', 'State security']",,IMAGE,"['Στιγμιότυπο από την τελετή απονομής παρασήμων στο Εσκί-Σεχήρ.', 'Snapshot from the medal-awards ceremony at Eski Sehir.', 'Από την τελετήν της απονομής παρασήμων εν Εσκί-Σεχήρ']",['Greek Aggregator SearchCulture.gr'],['Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece'],['Greece'],6
"['ROYAL FAMILY', 'ASIA MINOR CAMPAIGN']","['http://semantics.gr/authorities/geonames-supplementary-places/323835', 'Μικρά Ασία']","['World War I and Asia Minor Campaign', 'Modern Greece', '20th century']","['Customs and traditions', 'Political systems', 'Asia Minor expedition', 'Monarchy', 'Family', 'Photo', 'Social and human sciences', '2D Graphics', 'Photograph', 'Contemporary Greek History', 'Rites']",['1921'],IMAGE,"['Μικρασιατική εκστρατεία, στρατιώτης παραλαμβάνει παράσημο από το βασιλιά Κωνσταντίνο. Στιγμιότυπο από τελετή παρασημοφορίας.', 'Asia Minor campaign, a soldier receives a medal by King Konstantinos.']",['Greek Aggregator SearchCulture.gr'],['Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece'],['Greece'],6
"['FAMILY - HISTORY - 20th CENTURY', 'HELLENIC RED CROSS']",,"['World War I and Asia Minor Campaign', 'Modern Greece']","['Women', 'Sex', 'Portrait', 'Photo', 'Social and human sciences', 'Greek History', '2D Graphics', 'International politics', 'International organizations', 'Group portrait', 'Family', 'Photograph', 'Contemporary Greek History']",,IMAGE,"['Μετάλλιο με την κεφαλή της Άννας Παπαδοπούλου Μελά-Η Μάννα του Στρατιώτου.', 'Medal bearing the protome of Anna Papadimitriou-Mela - Mother of the Soldiers.']",['Greek Aggregator SearchCulture.gr'],['Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece'],['Greece'],7
"['ROYAL FAMILY', 'BALKAN WARS, 1912-1913']",,"['World War I and Asia Minor Campaign', 'Modern Greece', '20th century']","['Balkan wars', 'Political systems', 'Monarchy', 'Family', 'Photo', 'Social and human sciences', '2D Graphics', 'Photograph', 'Contemporary Greek History']",['1914'],IMAGE,"[""Μετάλλιο με την κεφαλή του Κωνσταντίνου Α'."", 'Medal bearing the head of Constantine I.']",['Greek Aggregator SearchCulture.gr'],['Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece'],['Greece'],6
"['SCULPTURE', 'ROYAL FAMILY']","['http://semantics.gr/authorities/geonames-places-earth/2988507', 'Παρίσι (Γαλλία)']","['World War I and Asia Minor Campaign', 'Modern Greece', '20th century']","['Sculpture', 'Political systems', 'Monarchy', 'Family', 'Photo', 'Social and human sciences', 'Art of sculpture', '2D Graphics', 'Photograph', 'Fine arts']",['1914'],IMAGE,"[""Μετάλλια με τις κεφαλές του  Κωνσταντίνου Α και της Σοφίας'."", 'Medals with the heads of Constantine I and Sofia.']",['Greek Aggregator SearchCulture.gr'],['Hellenic Literary and Historical Archive - Cultural Foundation of the National Bank Of Greece'],['Greece'],6
,"['Piski, Romania', 'Piski, Romania', 'http://www.wikidata.org/entity/Q7198359']",,['interviewees'],,IMAGE,"['Miksa and Etelka Elekes in Piski', 'Miksa and Etelka Elekes in Piski']",['Jewish Heritage Network'],['Central Europe Center for Research and Documentation'],['Austria'],0
,"['http://data.europeana.eu/place/153779', 'Budapest, Hungary', 'Budapest, Hungary']",,['interviewees'],,IMAGE,"['Etelka Elekes as a Red Cross nurse', 'Etelka Elekes as a Red Cross nurse']",['Jewish Heritage Network'],['Central Europe Center for Research and Documentation'],['Austria'],0
,"['http://data.europeana.eu/place/38262', 'http://data.europeana.eu/place/110', 'Bucharest, Romania', 'Bucharest, Romania']",['20th century'],['interviewees'],,IMAGE,"['Medal citation for Saia Grunberg', 'Medal citation for Saia Grunberg']",['Jewish Heritage Network'],['Central Europe Center for Research and Documentation'],['Austria'],0
"['World War I', 'Artillery', 'Medical', 'Trench Life']","['europeana19141918:place/5ba3e6749bbdd96ee1e0d4c220659f49', 'Balkans', 'Eastern Front']","['21st century', '20th century']",['World War I'],['1914'],TEXT,"['Ludwig Pichl - beim k.u.k. Infanterie Regiment 73', 'Ludwig Pichl - Austrian Infantery Regiment no. 73']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/b58905f4eb1a920f0124cdf0b5cd307c', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['César Auguste BERNIER', 'César Auguste BERNIER']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']",,['21st century'],['World War I'],,TEXT,"['Medaille van François Verstraeten.', 'Medal of Verstraeten François.']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/8ddfecfba42b19df2023a52075a0dd12', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['""He held this trench, he holds it still"" - Mijn zoektocht naar soldaat William Tart', ""'He held this trench, he holds it still' - My search for soldier William Tart""]",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],,['21st century'],['World War I'],,TEXT,"['FRAD047-143 J - Archives de poilus de Lot-et-Garonne', 'Soldiers from Lot-et-Garonne']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['europeana19141918:place/5230c75761bce59d0b88b1243fd68bbd', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Soldaat August-Victor Janssen', 'Soldier August-Victor Janssen']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Prisoners of War', 'Remembrance']","['europeana19141918:place/12c4d5207b175ac0547fd169b61b3bca', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Jozef De Coster', 'war medal of Jozef De Coster']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance']","['europeana19141918:place/43d60d7d51c811449963682c790507cc', 'Western Front']","['21st century', '20th century']",['World War I'],"['1913', '1946']",TEXT,"['Soldaat Louis Heroes uit Sint-Joris-Winge', 'Soldier Louis Heroes, son of a windmiller from the windmill in Sint-Joris-Winge']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Refugees']","['europeana19141918:place/204005912c2706d1fad20399119ce15f', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Priester Petrus (Frans) Verstreken uit Gelrode', 'Father Petrus Verstreken, a priest from Gelrode, Belgium']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Trench Life']","['europeana19141918:place/0d1a8e032d275948cb0dc48c965bffee', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Jules Raus soldaat uit Mol', 'Jules Raus soldier from Mol/Belgium']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Remembrance', 'Trench Life']","['europeana19141918:place/30333288110764a40019c16b6eed341c', 'Western Front']","['21st century', '20th century']",['World War I'],,TEXT,"['Dominicus Vlummens oudstrijder van Gelrode', 'Dominicus Vlummens, veteran from Gelrode']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Medical', 'Remembrance']","['Cork, Ireland and Europe', 'Western Front']","['19th century', '21st century', '20th century']",['World War I'],"['1882', '1918']",TEXT,"[""Dominick Thomas O'Flynn"", 'An Irish doctor']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['World War I', 'Home Front']","['Egypt', 'http://data.europeana.eu/place/32', 'Middle East']","['21st century', '20th century']",['World War I'],"['1914', '1918']",TEXT,"['Medal of Private John Kelly', 'Private John Kelly, Leinster Regiment']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
['World War I'],"['europeana19141918:place/8fa20346fc2da5e439f5a0d5ab2b1601', 'Western Front']",['21st century'],['World War I'],,TEXT,"['FRBNSA-012  Henri Anceaume', 'Henri Anceaume']",['Europeana 1914-1918'],['Europeana 1914-1918'],['Europe'],10
"['Man', 'Woman']",,,"['Porcelain', 'Exchange Media (hierarchy name)', 'Medal']",,IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
"['World War <1914-1918>', 'Field table order']","['Leipzig', 'Leipzig']",,['Exchange Media (hierarchy name)'],['1922'],IMAGE,"['Medal', 'Medaille']",['MUSEU'],['Museum of City History Leipzig'],['Germany'],0
,['Frankfurt am Main (Germany)'],,"['Philosophers', 'Diaries', 'World War, 1914-1918', 'Adult education', 'Theologians', 'Finding aids', 'Jews, German, Genealogy', 'Archival materials', 'Freies Jüdisches Lehrhaus (Frankfurt am Main, Germany)', 'Archival materials.', 'Domestic life', 'Judaism', 'Christian converts from Judaism', 'Austro-Prussian War, 1866', 'Poetry', 'Draft, World War, 1914 - 1918.', 'Alsberg family.', 'Medals']",,TEXT,"['Franz Rosenzweig Collection, 1832-1999']",['Jewish Heritage Network'],"['Leo Baeck Institute, Center for Jewish History']",['United States of America'],6
['World War I'],,"['Second millenium AD', 'Second millenium AD, years 1001-2000', 'Time', 'Chronological period']","['Book', 'World War I', 'World War, 1914-1918 -- Medical care']",['1919'],TEXT,"['La festa per la assegnazione delle medaglie di benemerenza alle infermiere di Pisa : novembre 1918, il mese della vittoria / Scuola samaritana', 'The feast for awarding blessing medals to nurses in Pisa: November 1918, the month of victory/Samaritan school', 'La festa per la assegnazione delle medaglie di benemerenza alle infermiere di Pisa : novembre 1918, il mese della vittoria / Scuola samaritana']",['The European Library'],['The Central National Library of Florence'],['Italy'],8
['World War I'],,,"['Book', 'World War I', 'World War, 1914-1918 -- Medical care']",,TEXT,"['Distribution of medals and diplomas/made by s.e. Roth', ""Distribuzione di medaglie e diplomi / fatta da s.e. l'on. Roth"", ""Distribuzione di medaglie e diplomi / fatta da s.e. l'on. Roth""]",['The European Library'],['The Central National Library of Florence'],['Italy'],6
['World War I'],,"['Second millenium AD', 'Second millenium AD, years 1001-2000', 'Time', 'Chronological period']","['Book', 'World War I', 'World War, 1914-1918 -- Medical care']",['1918'],TEXT,"[""Discorso detto il 17 luglio 1917 in occasione della consegna delle medaglie di benemerenza alle dame infermiere dell'Ospedale Verona Trento : (Croce rossa italiana)"", 'Speech given on July 17, 1917 on the occasion of the award of blessing medals to nurses of the Hospital Verona Trento: (Italian Red Cross)', ""Discorso detto il 17 luglio 1917 in occasione della consegna delle medaglie di benemerenza alle dame infermiere dell'Ospedale Verona Trento : (Croce rossa italiana)""]",['The European Library'],['The Central National Library of Florence'],['Italy'],9
['World War I'],,"['Second millenium AD', 'Second millenium AD, years 1001-2000', 'Time', 'Chronological period']","['Book', 'Regimental histories', 'World War I']",['1915'],TEXT,"['Distribuendosi le medaglie ai prodi che bene meritarono della patria : Novara 11 novembre 1915 : parole / del capitano prof. Felice Vismara', 'By distributing the medals to the prodi who deserved the homeland: Novara 11th November 1915: words/of Captain Felice Vismara', 'Distribuendosi le medaglie ai prodi che bene meritarono della patria : Novara 11 novembre 1915 : parole / del capitano prof. Felice Vismara']",['The European Library'],['The Central National Library of Florence'],['Italy'],8
['World War I'],,"['Second millenium AD', 'Second millenium AD, years 1001-2000', 'Time', 'Chronological period']","['Book', 'Regimental histories', 'World War I']",['1916'],TEXT,"['Speech for the distribution of medals to value at the Brigata granatieri, delivered on 14 May 1916 in the Prato south of Cortello on the road Udine-Palmanova/G. Pennella', 'Discorso per la distribuzione delle medaglie al valore alla Brigata granatieri, pronunziato il 14 maggio 1916 nel Prato a Sud di Cortello sulla strada Udine-Palmanova / G. Pennella', 'Discorso per la distribuzione delle medaglie al valore alla Brigata granatieri, pronunziato il 14 maggio 1916 nel Prato a Sud di Cortello sulla strada Udine-Palmanova / G. Pennella']",['The European Library'],['The Central National Library of Florence'],['Italy'],9
['World War I'],,"['Second millenium AD', 'Second millenium AD, years 1001-2000', 'Time', 'Chronological period']","['Book', 'Regimental histories', 'World War I']",['1918'],TEXT,"['Motivazioni di medaglie al valor militare distribuite il Giorno 17 Marzo 1918 in Milano da S. E. il tenente generale Cleto Angelotti', 'Motivations for medals for military valor awarded on 17 March 1918 in Milan by S. E. Lieutenant General Cleto Angelotti', 'Motivazioni di medaglie al valor militare distribuite il Giorno 17 Marzo 1918 in Milano da S. E. il tenente generale Cleto Angelotti']",['The European Library'],['The Central National Library of Florence'],['Italy'],7
